date,areaName,newCasesByPublishDate,cumCasesByPublishDate,newDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDate,cumDeaths28DaysByPublishDateRate,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDateRate
2021-01-19,North West,4011,,155,13423.0,182.8,145.0,13909.0,189.5
2021-01-20,North West,5280,,197,13620.0,185.5,138.0,14047.0,191.3
2021-01-21,North West,4431,,129,13749.0,187.3,121.0,14168.0,193.0
2021-01-22,North West,5007,,133,13882.0,189.1,135.0,14303.0,194.8
2021-01-23,North West,4382,,133,14015.0,190.9,133.0,14436.0,196.6
2021-01-24,North West,3337,,54,14069.0,191.6,127.0,14563.0,198.4
2021-01-25,North West,2929,,47,14116.0,192.3,130.0,14693.0,200.1
2021-01-26,North West,2997,,197,14313.0,195.0,127.0,14820.0,201.9
2021-01-27,North West,3329,,222,14535.0,198.0,136.0,14956.0,203.7
2021-01-28,North West,3648,,139,14674.0,199.9,143.0,15099.0,205.7
2021-01-29,North West,3588,,130,14804.0,201.7,131.0,15230.0,207.5
2021-01-30,North West,2974,,154,14958.0,203.8,106.0,15336.0,208.9
2021-01-31,North West,3077,,68,15026.0,204.7,119.0,15455.0,210.5
2021-02-01,North West,2529,,27,15053.0,205.0,120.0,15575.0,212.2
2021-02-02,North West,2319,,208,15261.0,207.9,109.0,15684.0,213.6
2021-02-03,North West,2582,,170,15431.0,210.2,110.0,15794.0,215.1
2021-02-04,North West,2866,,120,15551.0,211.8,97.0,15891.0,216.5
2021-02-05,North West,2540,,131,15682.0,213.6,97.0,15988.0,217.8
2021-02-06,North West,2489,,100,15782.0,215.0,69.0,16057.0,218.7
2021-02-07,North West,2625,,33,15815.0,215.4,74.0,16131.0,219.7
2021-02-08,North West,1631,,32,15847.0,215.9,93.0,16224.0,221.0
2021-02-09,North West,1889,,159,16006.0,218.0,78.0,16302.0,222.1
2021-02-10,North West,1876,,136,16142.0,219.9,94.0,16396.0,223.3
2021-02-11,North West,2125,,75,16217.0,220.9,86.0,16482.0,224.5
2021-02-12,North West,1758,,95,16312.0,222.2,72.0,16554.0,225.5
2021-02-13,North West,1960,,90,16402.0,223.4,73.0,16627.0,226.5
2021-02-14,North West,1813,,25,16427.0,223.8,68.0,16695.0,227.4
2021-02-15,North West,1527,,0,16417.0,223.6,53.0,16748.0,228.1
2021-02-16,North West,1735,,203,16620.0,226.4,62.0,16810.0,229.0
2021-02-17,North West,1846,,89,16709.0,227.6,54.0,16864.0,229.7
2021-02-18,North West,1575,,63,16772.0,228.5,51.0,16915.0,230.4
2021-02-19,North West,1732,,79,16851.0,229.5,24.0,16939.0,230.7
2021-02-20,North West,1308,,67,16918.0,230.5,9.0,16948.0,230.9
2021-02-21,North West,1379,,19,16937.0,230.7,7.0,16955.0,231.0
2021-02-22,North West,1926,568578.0,18,16955.0,231.0,,,
2020-01-03,North East,0,,0,,,,,
2020-01-04,North East,0,,0,,,,,
2020-01-05,North East,0,,0,,,,,
2020-01-06,North East,0,,0,,,,,
2020-01-07,North East,0,,0,,,,,
2020-01-08,North East,0,,0,,,,,
2020-01-09,North East,0,,0,,,,,
2020-01-10,North East,0,,0,,,,,
2020-01-11,North East,0,,0,,,,,
2020-01-12,North East,0,,0,,,,,
2020-01-13,North East,0,,0,,,,,
2020-01-14,North East,0,,0,,,,,
2020-01-15,North East,0,,0,,,,,
2020-01-16,North East,0,,0,,,,,
2020-01-17,North East,0,,0,,,,,
2020-01-18,North East,0,,0,,,,,
2020-01-19,North East,0,,0,,,,,
2020-01-20,North East,0,,0,,,,,
2020-01-21,North East,0,,0,,,,,
2020-01-22,North East,0,,0,,,,,
2020-01-23,North East,0,,0,,,,,
2020-01-24,North East,0,,0,,,,,
2020-01-25,North East,0,,0,,,,,
2020-01-26,North East,0,,0,,,,,
2020-01-27,North East,0,,0,,,,,
2020-01-28,North East,0,,0,,,,,
2020-01-29,North East,0,,0,,,,,
2020-01-30,North East,0,,0,,,,,
2020-01-31,North East,0,,0,,,,,
2020-02-01,North East,0,,0,,,,,
2020-02-02,North East,0,,0,,,,,
2020-02-03,North East,0,,0,,,,,
2020-02-04,North East,0,,0,,,,,
2020-02-05,North East,0,,0,,,,,
2020-02-06,North East,0,,0,,,,,
2020-02-07,North East,0,,0,,,,,
2020-02-08,North East,0,,0,,,,,
2020-02-09,North East,0,,0,,,,,
2020-02-10,North East,0,,0,,,,,
2020-02-11,North East,0,,0,,,,,
2020-02-12,North East,0,,0,,,,,
2020-02-13,North East,0,,0,,,,,
2020-02-14,North East,0,,0,,,,,
2020-02-15,North East,0,,0,,,,,
2020-02-16,North East,0,,0,,,,,
2020-02-17,North East,0,,0,,,,,
2020-02-18,North East,0,,0,,,,,
2020-02-19,North East,0,,0,,,,,
2020-02-20,North East,0,,0,,,,,
2020-02-21,North East,0,,0,,,,,
2020-02-22,North East,0,,0,,,,,
2020-02-23,North East,0,,0,,,,,
2020-02-24,North East,0,,0,,,,,
2020-02-25,North East,0,,0,,,,,
2020-02-26,North East,0,,0,,,,,
2020-02-27,North East,0,,0,,,,,
2020-02-28,North East,0,,0,,,,,
2020-02-29,North East,0,,0,,,,,
2020-03-01,North East,0,,0,,,,,
2020-03-02,North East,0,,0,,,,,
2020-03-03,North East,0,,0,,,,,
2020-03-04,North East,0,,0,,,,,
2020-03-05,North East,0,,0,,,,,
2020-03-06,North East,0,,0,,,,,
2020-03-07,North East,0,,0,,,,,
2020-03-08,North East,0,,0,,,,,
2020-03-09,North East,0,,0,,,,,
2020-03-10,North East,0,,0,,,,,
2020-03-11,North East,0,,0,,,,,
2020-03-12,North East,0,,0,,,,,
2020-03-13,North East,0,,0,,,,,
2020-03-14,North East,0,,0,,,,,
2020-03-15,North East,0,,0,,,1.0,1.0,0.0
2020-03-16,North East,0,,0,,,0.0,1.0,0.0
2020-03-17,North East,0,,0,,,0.0,1.0,0.0
2020-03-18,North East,0,,0,,,1.0,2.0,0.1
2020-03-19,North East,0,,0,,,1.0,3.0,0.1
2020-03-20,North East,0,,0,,,3.0,6.0,0.2
2020-03-21,North East,0,,0,,,3.0,9.0,0.3
2020-03-22,North East,0,,0,,,6.0,15.0,0.6
2020-03-23,North East,0,,0,,,4.0,19.0,0.7
2020-03-24,North East,0,,0,,,1.0,20.0,0.7
2020-03-25,North East,0,,0,,,5.0,25.0,0.9
2020-03-26,North East,0,,0,,,6.0,31.0,1.2
2020-03-27,North East,0,,0,,,11.0,42.0,1.6
2020-03-28,North East,0,,0,,,8.0,50.0,1.9
2020-03-29,North East,0,,0,,,10.0,60.0,2.2
2020-03-30,North East,0,,0,,,34.0,94.0,3.5
2020-03-31,North East,0,,0,,,25.0,119.0,4.5
2020-04-01,North East,0,,0,,,33.0,152.0,5.7
2020-04-02,North East,0,,0,,,32.0,184.0,6.9
2020-04-03,North East,0,,0,,,43.0,227.0,8.5
2020-04-04,North East,0,,0,,,46.0,273.0,10.2
2020-04-05,North East,0,,0,,,45.0,318.0,11.9
2020-04-06,North East,0,,0,,,43.0,361.0,13.5
2020-04-07,North East,0,,0,,,41.0,402.0,15.1
2020-04-08,North East,0,,0,,,46.0,448.0,16.8
2020-04-09,North East,0,,0,,,47.0,495.0,18.5
2020-04-10,North East,0,,0,,,56.0,551.0,20.6
2020-04-11,North East,0,,0,,,49.0,600.0,22.5
2020-04-12,North East,0,,0,,,46.0,646.0,24.2
2020-04-13,North East,0,,0,,,37.0,683.0,25.6
2020-04-14,North East,0,,0,,,52.0,735.0,27.5
2020-04-15,North East,0,,0,,,32.0,767.0,28.7
2020-04-16,North East,0,,0,,,25.0,792.0,29.7
2020-04-17,North East,263,,0,,,37.0,829.0,31.0
2020-04-18,North East,158,,0,,,50.0,879.0,32.9
2020-04-19,North East,280,,0,,,46.0,925.0,34.6
2020-04-20,North East,216,,0,,,43.0,968.0,36.3
2020-04-21,North East,164,,0,,,37.0,1005.0,37.6
2020-04-22,North East,320,,0,,,38.0,1043.0,39.1
2020-04-23,North East,223,,0,,,34.0,1077.0,40.3
2020-04-24,North East,228,,0,,,29.0,1106.0,41.4
2020-04-25,North East,226,,0,,,49.0,1155.0,43.3
2020-04-26,North East,159,,0,,,34.0,1189.0,44.5
2020-04-27,North East,139,,0,,,32.0,1221.0,45.7
2020-04-28,North East,104,,0,,,42.0,1263.0,47.3
2020-04-29,North East,50,,0,,,28.0,1291.0,48.4
2020-04-30,North East,328,,0,,,33.0,1324.0,49.6
2020-05-01,North East,261,,0,,,39.0,1363.0,51.0
2020-05-02,North East,128,,0,,,40.0,1403.0,52.5
2020-05-03,North East,223,,0,,,29.0,1432.0,53.6
2020-05-04,North East,87,,0,,,28.0,1460.0,54.7
2020-05-05,North East,80,,0,,,27.0,1487.0,55.7
2020-05-06,North East,64,,0,,,25.0,1512.0,56.6
2020-05-07,North East,249,,0,,,33.0,1545.0,57.9
2020-05-08,North East,160,,0,,,26.0,1571.0,58.8
2020-05-09,North East,87,,0,,,25.0,1596.0,59.8
2020-05-10,North East,59,,0,,,18.0,1614.0,60.5
2020-05-11,North East,94,,0,,,25.0,1639.0,61.4
2020-05-12,North East,79,,0,,,18.0,1657.0,62.1
2020-05-13,North East,135,,0,,,29.0,1686.0,63.1
2020-05-14,North East,94,,0,,,22.0,1708.0,64.0
2020-05-15,North East,66,,0,,,21.0,1729.0,64.8
2020-05-16,North East,78,,0,,,32.0,1761.0,66.0
2020-05-17,North East,26,,0,,,27.0,1788.0,67.0
2020-05-18,North East,14,,0,,,31.0,1819.0,68.1
2020-05-19,North East,85,,0,,,20.0,1839.0,68.9
2020-05-20,North East,63,,0,,,15.0,1854.0,69.4
2020-05-21,North East,55,,0,,,20.0,1874.0,70.2
2020-05-22,North East,51,,0,,,13.0,1887.0,70.7
2020-05-23,North East,73,,0,,,14.0,1901.0,71.2
2020-05-24,North East,16,,0,,,14.0,1915.0,71.7
2020-05-25,North East,49,,0,,,7.0,1922.0,72.0
2020-05-26,North East,24,,0,,,15.0,1937.0,72.5
2020-05-27,North East,27,,0,,,10.0,1947.0,72.9
2020-05-28,North East,22,,0,,,13.0,1960.0,73.4
2020-05-29,North East,58,,0,,,21.0,1981.0,74.2
2020-05-30,North East,37,,0,,,8.0,1989.0,74.5
2020-05-31,North East,127,,0,,,8.0,1997.0,74.8
2020-06-01,North East,17,,0,,,3.0,2000.0,74.9
2020-06-02,North East,26,,0,,,14.0,2014.0,75.4
2020-06-03,North East,28,,0,,,8.0,2022.0,75.7
2020-06-04,North East,20,,0,,,9.0,2031.0,76.1
2020-06-05,North East,18,,0,,,11.0,2042.0,76.5
2020-06-06,North East,17,,0,,,2.0,2044.0,76.6
2020-06-07,North East,8,,0,,,9.0,2053.0,76.9
2020-06-08,North East,2,,0,,,7.0,2060.0,77.2
2020-06-09,North East,31,,0,,,3.0,2063.0,77.3
2020-06-10,North East,10,,0,,,6.0,2069.0,77.5
2020-06-11,North East,13,,0,,,3.0,2072.0,77.6
2020-06-12,North East,15,,0,,,4.0,2076.0,77.8
2020-06-13,North East,9,,0,,,1.0,2077.0,77.8
2020-06-14,North East,9,,0,,,3.0,2080.0,77.9
2020-06-15,North East,4,,0,,,0.0,2080.0,77.9
2020-06-16,North East,17,,0,,,7.0,2087.0,78.2
2020-06-17,North East,14,,0,,,0.0,2087.0,78.2
2020-06-18,North East,13,,0,,,4.0,2091.0,78.3
2020-06-19,North East,7,,0,,,0.0,2091.0,78.3
2020-06-20,North East,13,,0,,,2.0,2093.0,78.4
2020-06-21,North East,8,,0,,,5.0,2098.0,78.6
2020-06-22,North East,6,,0,,,4.0,2102.0,78.7
2020-06-23,North East,7,,0,,,3.0,2105.0,78.8
2020-06-24,North East,0,,0,,,2.0,2107.0,78.9
2020-06-25,North East,5,,0,,,3.0,2110.0,79.0
2020-06-26,North East,10,,0,,,1.0,2111.0,79.1
2020-06-27,North East,3,,0,,,2.0,2113.0,79.1
2020-06-28,North East,2,,0,,,2.0,2115.0,79.2
2020-06-29,North East,1,,0,,,0.0,2115.0,79.2
2020-06-30,North East,3,,0,,,0.0,2115.0,79.2
2020-07-01,North East,4484,,0,,,0.0,2115.0,79.2
2020-07-02,North East,15,,0,,,1.0,2116.0,79.3
2020-07-03,North East,3,,0,,,0.0,2116.0,79.3
2020-07-04,North East,11,,0,,,1.0,2117.0,79.3
2020-07-05,North East,8,,0,,,0.0,2117.0,79.3
2020-07-06,North East,13,,0,,,0.0,2117.0,79.3
2020-07-07,North East,3,,0,,,0.0,2117.0,79.3
2020-07-08,North East,4,,0,,,0.0,2117.0,79.3
2020-07-09,North East,10,,0,,,0.0,2117.0,79.3
2020-07-10,North East,11,,0,,,0.0,2117.0,79.3
2020-07-11,North East,19,,0,,,0.0,2117.0,79.3
2020-07-12,North East,16,,0,,,0.0,2117.0,79.3
2020-07-13,North East,8,,0,,,0.0,2117.0,79.3
2020-07-14,North East,4,,0,,,0.0,2117.0,79.3
2020-07-15,North East,4,,0,,,0.0,2117.0,79.3
2020-07-16,North East,12,,0,,,0.0,2117.0,79.3
2020-07-17,North East,7,,0,,,1.0,2118.0,79.3
2020-07-18,North East,16,,0,,,0.0,2118.0,79.3
2020-07-19,North East,21,,0,,,1.0,2119.0,79.4
2020-07-20,North East,7,,0,,,0.0,2119.0,79.4
2020-07-21,North East,3,,0,,,0.0,2119.0,79.4
2020-07-22,North East,9,,0,,,0.0,2119.0,79.4
2020-07-23,North East,17,,0,,,0.0,2119.0,79.4
2020-07-24,North East,9,,0,,,0.0,2119.0,79.4
2020-07-25,North East,12,,0,,,0.0,2119.0,79.4
2020-07-26,North East,4,,0,,,0.0,2119.0,79.4
2020-07-27,North East,4,,0,,,0.0,2119.0,79.4
2020-07-28,North East,11,,0,,,0.0,2119.0,79.4
2020-07-29,North East,11,,0,,,0.0,2119.0,79.4
2020-07-30,North East,7,,0,,,0.0,2119.0,79.4
2020-07-31,North East,19,,0,,,0.0,2119.0,79.4
2020-08-01,North East,14,,0,,,0.0,2119.0,79.4
2020-08-02,North East,13,,0,,,0.0,2119.0,79.4
2020-08-03,North East,13,,0,,,0.0,2119.0,79.4
2020-08-04,North East,10,,0,,,0.0,2119.0,79.4
2020-08-05,North East,20,,0,,,0.0,2119.0,79.4
2020-08-06,North East,18,,0,,,0.0,2119.0,79.4
2020-08-07,North East,29,,0,,,0.0,2119.0,79.4
2020-08-08,North East,20,,0,,,0.0,2119.0,79.4
2020-08-09,North East,18,,0,,,0.0,2119.0,79.4
2020-08-10,North East,10,,0,,,0.0,2119.0,79.4
2020-08-11,North East,21,,0,,,1.0,2120.0,79.4
2020-08-12,North East,18,,0,,,0.0,2120.0,79.4
2020-08-13,North East,0,,0,,,0.0,2120.0,79.4
2020-08-14,North East,76,,0,,,0.0,2120.0,79.4
2020-08-15,North East,40,,0,,,1.0,2121.0,79.4
2020-08-16,North East,39,,0,,,0.0,2121.0,79.4
2020-08-17,North East,18,,0,2119.0,79.4,1.0,2122.0,79.5
2020-08-18,North East,22,,1,2120.0,79.4,1.0,2123.0,79.5
2020-08-19,North East,22,,0,2120.0,79.4,0.0,2123.0,79.5
2020-08-20,North East,30,,2,2122.0,79.5,0.0,2123.0,79.5
2020-08-21,North East,38,,1,2123.0,79.5,0.0,2123.0,79.5
2020-08-22,North East,38,,0,2123.0,79.5,0.0,2123.0,79.5
2020-08-23,North East,28,,0,2123.0,79.5,0.0,2123.0,79.5
2020-08-24,North East,45,,0,2123.0,79.5,0.0,2123.0,79.5
2020-08-25,North East,18,,0,2123.0,79.5,0.0,2123.0,79.5
2020-08-26,North East,47,,0,2123.0,79.5,0.0,2123.0,79.5
2020-08-27,North East,54,,0,2123.0,79.5,0.0,2123.0,79.5
2020-08-28,North East,46,,0,2122.0,79.5,1.0,2124.0,79.6
2020-08-29,North East,19,,0,,,1.0,2125.0,79.6
2020-08-30,North East,91,,1,2123.0,79.5,0.0,2125.0,79.6
2020-08-31,North East,100,,0,2123.0,79.5,0.0,2125.0,79.6
2020-09-01,North East,89,,0,2123.0,79.5,0.0,2125.0,79.6
2020-09-02,North East,95,,0,2123.0,79.5,0.0,2125.0,79.6
2020-09-03,North East,73,,1,2124.0,79.6,0.0,2125.0,79.6
2020-09-04,North East,117,,0,2124.0,79.6,0.0,2125.0,79.6
2020-09-05,North East,116,,0,2124.0,79.6,1.0,2126.0,79.6
2020-09-06,North East,232,,0,2124.0,79.6,1.0,2127.0,79.7
2020-09-07,North East,190,,0,2124.0,79.6,1.0,2128.0,79.7
2020-09-08,North East,108,,3,2127.0,79.7,0.0,2128.0,79.7
2020-09-09,North East,216,,0,2127.0,79.7,0.0,2128.0,79.7
2020-09-10,North East,203,,0,2127.0,79.7,0.0,2128.0,79.7
2020-09-11,North East,218,,0,2127.0,79.7,1.0,2129.0,79.7
2020-09-12,North East,228,,1,2128.0,79.7,0.0,2129.0,79.7
2020-09-13,North East,195,,0,2128.0,79.7,1.0,2130.0,79.8
2020-09-14,North East,89,,0,2128.0,79.7,1.0,2131.0,79.8
2020-09-15,North East,201,,1,2129.0,79.7,1.0,2132.0,79.9
2020-09-16,North East,278,,0,2129.0,79.7,2.0,2134.0,79.9
2020-09-17,North East,264,,3,2132.0,79.9,4.0,2138.0,80.1
2020-09-18,North East,332,,0,2132.0,79.9,3.0,2141.0,80.2
2020-09-19,North East,370,,4,2136.0,80.0,1.0,2142.0,80.2
2020-09-20,North East,418,,3,2139.0,80.1,3.0,2145.0,80.3
2020-09-21,North East,409,,1,2140.0,80.2,5.0,2150.0,80.5
2020-09-22,North East,537,,1,2141.0,80.2,2.0,2152.0,80.6
2020-09-23,North East,667,,3,2144.0,80.3,5.0,2157.0,80.8
2020-09-24,North East,523,,6,2150.0,80.5,1.0,2158.0,80.8
2020-09-25,North East,576,,2,2152.0,80.6,6.0,2164.0,81.1
2020-09-26,North East,522,,2,2154.0,80.7,8.0,2172.0,81.4
2020-09-27,North East,483,,2,2156.0,80.8,11.0,2183.0,81.8
2020-09-28,North East,277,,1,2157.0,80.8,6.0,2189.0,82.0
2020-09-29,North East,756,,21,2178.0,81.6,5.0,2194.0,82.2
2020-09-30,North East,593,,6,2184.0,81.8,3.0,2197.0,82.3
2020-10-01,North East,363,,5,2189.0,82.0,5.0,2202.0,82.5
2020-10-02,North East,421,,6,2195.0,82.2,18.0,2220.0,83.1
2020-10-03,North East,906,,2,2197.0,82.3,7.0,2227.0,83.4
2020-10-04,North East,2629,,6,2203.0,82.5,9.0,2236.0,83.7
2020-10-05,North East,1113,,3,2206.0,82.6,7.0,2243.0,84.0
2020-10-06,North East,1233,,22,2228.0,83.4,10.0,2253.0,84.4
2020-10-07,North East,1057,,6,2234.0,83.7,11.0,2264.0,84.8
2020-10-08,North East,1274,,9,2243.0,84.0,13.0,2277.0,85.3
2020-10-09,North East,1087,,10,2253.0,84.4,7.0,2284.0,85.5
2020-10-10,North East,1151,,7,2260.0,84.6,16.0,2300.0,86.1
2020-10-11,North East,967,,7,2267.0,84.9,14.0,2314.0,86.7
2020-10-12,North East,1150,,5,2272.0,85.1,11.0,2325.0,87.1
2020-10-13,North East,1045,,25,2297.0,86.0,13.0,2338.0,87.6
2020-10-14,North East,1228,,14,2311.0,86.6,16.0,2354.0,88.2
2020-10-15,North East,1333,,15,2326.0,87.1,16.0,2370.0,88.8
2020-10-16,North East,1178,,21,2347.0,87.9,15.0,2385.0,89.3
2020-10-17,North East,1101,,16,2363.0,88.5,18.0,2403.0,90.0
2020-10-18,North East,555,,0,2363.0,88.5,15.0,2418.0,90.6
2020-10-19,North East,707,,7,2370.0,88.8,22.0,2440.0,91.4
2020-10-20,North East,1438,,41,2411.0,90.3,17.0,2457.0,92.0
2020-10-21,North East,1888,,18,2429.0,91.0,19.0,2476.0,92.7
2020-10-22,North East,1393,,13,2442.0,91.5,22.0,2498.0,93.6
2020-10-23,North East,1277,,16,2458.0,92.1,13.0,2511.0,94.0
2020-10-24,North East,1150,,5,2463.0,92.2,14.0,2525.0,94.6
2020-10-25,North East,1048,,12,2475.0,92.7,16.0,2541.0,95.2
2020-10-26,North East,970,,9,2484.0,93.0,21.0,2562.0,96.0
2020-10-27,North East,1162,,40,2524.0,94.5,19.0,2581.0,96.7
2020-10-28,North East,1021,,16,2540.0,95.1,27.0,2608.0,97.7
2020-10-29,North East,1136,,19,2559.0,95.8,16.0,2624.0,98.3
2020-10-30,North East,1054,,22,2581.0,96.7,26.0,2650.0,99.3
2020-10-31,North East,1163,,29,2610.0,97.8,17.0,2667.0,99.9
2020-11-01,North East,1170,,13,2623.0,98.2,25.0,2692.0,100.8
2020-11-02,North East,1039,,9,2632.0,98.6,19.0,2711.0,101.5
2020-11-03,North East,1302,,32,2664.0,99.8,17.0,2728.0,102.2
2020-11-04,North East,1272,,22,2686.0,100.6,20.0,2748.0,102.9
2020-11-05,North East,1570,,23,2709.0,101.5,23.0,2771.0,103.8
2020-11-06,North East,1453,,18,2727.0,102.1,26.0,2797.0,104.8
2020-11-07,North East,1391,,18,2745.0,102.8,24.0,2821.0,105.7
2020-11-08,North East,1506,,9,2754.0,103.1,20.0,2841.0,106.4
2020-11-09,North East,1340,,8,2762.0,103.4,30.0,2871.0,107.5
2020-11-10,North East,1303,,34,2796.0,104.7,23.0,2894.0,108.4
2020-11-11,North East,1671,,32,2828.0,105.9,21.0,2915.0,109.2
2020-11-12,North East,2086,,32,2860.0,107.1,22.0,2937.0,110.0
2020-11-13,North East,1883,,21,2881.0,107.9,29.0,2966.0,111.1
2020-11-14,North East,1619,,35,2916.0,109.2,32.0,2998.0,112.3
2020-11-15,North East,1483,,7,2923.0,109.5,32.0,3030.0,113.5
2020-11-16,North East,3365,,22,2945.0,110.3,26.0,3056.0,114.5
2020-11-17,North East,1276,,55,3000.0,112.4,31.0,3087.0,115.6
2020-11-18,North East,1556,,29,3029.0,113.4,29.0,3116.0,116.7
2020-11-19,North East,1290,,20,3049.0,114.2,31.0,3147.0,117.9
2020-11-20,North East,1439,,24,3073.0,115.1,36.0,3183.0,119.2
2020-11-21,North East,1106,,22,3095.0,115.9,32.0,3215.0,120.4
2020-11-22,North East,837,,48,3143.0,117.7,28.0,3243.0,121.5
2020-11-23,North East,732,,8,3151.0,118.0,34.0,3277.0,122.7
2020-11-24,North East,598,,44,3195.0,119.7,38.0,3315.0,124.2
2020-11-25,North East,876,,58,3253.0,121.8,28.0,3343.0,125.2
2020-11-26,North East,900,,29,3282.0,122.9,29.0,3372.0,126.3
2020-11-27,North East,805,,40,3322.0,124.4,23.0,3395.0,127.2
2020-11-28,North East,752,,30,3352.0,125.5,26.0,3421.0,128.1
2020-11-29,North East,598,,5,3357.0,125.7,28.0,3449.0,129.2
2020-11-30,North East,528,,2,3359.0,125.8,24.0,3473.0,130.1
2020-12-01,North East,638,,51,3410.0,127.7,19.0,3492.0,130.8
2020-12-02,North East,590,,36,3446.0,129.1,19.0,3511.0,131.5
2020-12-03,North East,652,,21,3467.0,129.9,20.0,3531.0,132.3
2020-12-04,North East,698,,23,3490.0,130.7,18.0,3549.0,132.9
2020-12-05,North East,586,,21,3511.0,131.5,27.0,3576.0,133.9
2020-12-06,North East,542,,7,3518.0,131.8,20.0,3596.0,134.7
2020-12-07,North East,466,,10,3528.0,132.1,28.0,3624.0,135.7
2020-12-08,North East,406,,50,3578.0,134.0,19.0,3643.0,136.4
2020-12-09,North East,687,,22,3600.0,134.8,16.0,3659.0,137.0
2020-12-10,North East,791,,26,3626.0,135.8,27.0,3686.0,138.1
2020-12-11,North East,689,,20,3646.0,136.6,21.0,3707.0,138.8
2020-12-12,North East,771,,22,3668.0,137.4,20.0,3727.0,139.6
2020-12-13,North East,572,,10,3678.0,137.8,16.0,3743.0,140.2
2020-12-14,North East,509,,6,3684.0,138.0,29.0,3772.0,141.3
2020-12-15,North East,460,,28,3712.0,139.0,17.0,3789.0,141.9
2020-12-16,North East,801,,34,3746.0,140.3,12.0,3801.0,142.4
2020-12-17,North East,590,,13,3759.0,140.8,21.0,3822.0,143.1
2020-12-18,North East,515,,17,3776.0,141.4,32.0,3854.0,144.3
2020-12-19,North East,531,,20,3796.0,142.2,24.0,3878.0,145.2
2020-12-20,North East,586,,8,3804.0,142.5,26.0,3904.0,146.2
2020-12-21,North East,1108,,3,3807.0,142.6,19.0,3923.0,146.9
2020-12-22,North East,1253,,45,3852.0,144.3,28.0,3951.0,148.0
2020-12-23,North East,941,,28,3880.0,145.3,24.0,3975.0,148.9
2020-12-24,North East,1137,,17,3897.0,146.0,23.0,3998.0,149.7
2020-12-25,North East,944,,40,3937.0,147.5,18.0,4016.0,150.4
2020-12-26,North East,805,,5,3942.0,147.6,33.0,4049.0,151.7
2020-12-27,North East,583,,13,3955.0,148.1,30.0,4079.0,152.8
2020-12-28,North East,699,,9,3964.0,148.5,35.0,4114.0,154.1
2020-12-29,North East,1230,,23,3987.0,149.3,23.0,4137.0,154.9
2020-12-30,North East,1957,,42,4029.0,150.9,21.0,4158.0,155.7
2020-12-31,North East,1741,,38,4067.0,152.3,19.0,4177.0,156.4
2021-01-01,North East,1340,,22,4089.0,153.1,33.0,4210.0,157.7
2021-01-02,North East,1737,,8,4097.0,153.4,22.0,4232.0,158.5
2021-01-03,North East,1566,,15,4112.0,154.0,23.0,4255.0,159.4
2021-01-04,North East,2124,,9,4121.0,154.3,26.0,4281.0,160.3
2021-01-05,North East,1552,,21,4142.0,155.1,37.0,4318.0,161.7
2021-01-06,North East,1980,,58,4200.0,157.3,25.0,4343.0,162.7
2021-01-07,North East,1336,,34,4234.0,158.6,31.0,4374.0,163.8
2021-01-08,North East,1478,,41,4275.0,160.1,31.0,4405.0,165.0
2021-01-09,North East,1097,,34,4309.0,161.4,30.0,4435.0,166.1
2021-01-10,North East,1269,,14,4323.0,161.9,36.0,4471.0,167.5
2021-01-11,North East,1238,,16,4339.0,162.5,48.0,4519.0,169.3
2021-01-12,North East,1299,,52,4391.0,164.5,35.0,4554.0,170.6
2021-01-13,North East,1911,,50,4441.0,166.3,25.0,4579.0,171.5
2021-01-14,North East,1635,,34,4475.0,167.6,40.0,4619.0,173.0
2021-01-15,North East,1948,,51,4526.0,169.5,45.0,4664.0,174.7
2021-01-16,North East,1261,,54,4580.0,171.5,31.0,4695.0,175.8
2021-01-17,North East,1077,,23,4603.0,172.4,33.0,4728.0,177.1
2021-01-18,North East,1087,,17,4620.0,173.0,37.0,4765.0,178.5
2021-01-19,North East,1066,,62,4682.0,175.4,51.0,4816.0,180.4
2021-01-20,North East,1499,,53,4735.0,177.3,42.0,4858.0,182.0
2021-01-21,North East,1384,,29,4764.0,178.4,35.0,4893.0,183.3
2021-01-22,North East,1267,,46,4810.0,180.2,43.0,4936.0,184.9
2021-01-23,North East,1176,,47,4857.0,181.9,27.0,4963.0,185.9
2021-01-24,North East,857,,8,4865.0,182.2,38.0,5001.0,187.3
2021-01-25,North East,626,,12,4877.0,182.7,50.0,5051.0,189.2
2021-01-26,North East,863,,72,4949.0,185.4,29.0,5080.0,190.3
2021-01-27,North East,1167,,52,5001.0,187.3,34.0,5114.0,191.5
2021-01-28,North East,1087,,33,5034.0,188.5,38.0,5152.0,193.0
2021-01-29,North East,1186,,41,5075.0,190.1,44.0,5196.0,194.6
2021-01-30,North East,794,,42,5117.0,191.7,30.0,5226.0,195.7
2021-01-31,North East,886,,4,5121.0,191.8,36.0,5262.0,197.1
2021-02-01,North East,715,,14,5135.0,192.3,30.0,5292.0,198.2
2021-02-02,North East,753,,73,5208.0,195.1,29.0,5321.0,199.3
2021-02-03,North East,900,,56,5264.0,197.2,35.0,5356.0,200.6
2021-02-04,North East,997,,30,5294.0,198.3,40.0,5396.0,202.1
2021-02-05,North East,831,,43,5337.0,199.9,35.0,5431.0,203.4
